trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2543,False,"{'a': 0.002, 'e': 0.006182701296627951}",20,8,22.707282009139476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2544,False,"{'a': 0.002, 'e': 0.006170348251197808}",20,0,31.121880086587925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2545,False,"{'a': 0.002, 'e': 0.006158019887168897}",25,13,13.284978357026091,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2546,False,"{'a': 0.002, 'e': 0.00614571615522774}",30,12,30.307601984648624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2547,False,"{'a': 0.002, 'e': 0.006133437006159403}",20,11,20.068276911627837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2548,False,"{'a': 0.002, 'e': 0.00612118239084727}",25,16,15.577460240200104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2549,False,"{'a': 0.002, 'e': 0.0061089522602728605}",20,11,14.031104671735282,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2550,False,"{'a': 0.002, 'e': 0.006096746565515633}",30,20,19.1308733266825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2551,False,"{'a': 0.002, 'e': 0.006084565257752801}",25,9,27.46647015879161,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2552,False,"{'a': 0.002, 'e': 0.006072408288259114}",20,16,7.068377285588906,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2553,False,"{'a': 0.002, 'e': 0.006060275608406675}",20,13,15.86628752970789,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2554,False,"{'a': 0.002, 'e': 0.006048167169664746}",20,6,22.815470032673467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2555,False,"{'a': 0.002, 'e': 0.006036082923599565}",20,15,10.534832808139338,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2556,False,"{'a': 0.002, 'e': 0.0060240228218741265}",25,13,25.149719381177967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2557,False,"{'a': 0.002, 'e': 0.006011986816248007}",20,16,7.32503489843458,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2558,False,"{'a': 0.002, 'e': 0.005999974858577163}",25,1,35.627139749815065,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2559,False,"{'a': 0.002, 'e': 0.005987986900813759}",20,8,17.6390866644534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2560,False,"{'a': 0.002, 'e': 0.005976022895005943}",20,10,18.639481071067845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2561,False,"{'a': 0.002, 'e': 0.005964082793297674}",20,7,23.86733940402993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2562,False,"{'a': 0.002, 'e': 0.005952166547928531}",25,7,32.89313790267815,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2563,False,"{'a': 0.002, 'e': 0.00594027411123351}",20,7,18.06019343252946,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2564,False,"{'a': 0.002, 'e': 0.00592840543564286}",20,14,12.664499367829633,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2565,False,"{'a': 0.002, 'e': 0.005916560473681857}",20,8,22.793501361878782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2566,False,"{'a': 0.002, 'e': 0.005904739177970637}",25,8,26.350510525237617,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2567,False,"{'a': 0.002, 'e': 0.005892941501223998}",20,15,10.203346122705646,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2568,False,"{'a': 0.002, 'e': 0.005881167396251225}",20,1,24.19162129878705,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2569,False,"{'a': 0.002, 'e': 0.005869416815955879}",20,7,22.637197857265637,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2570,False,"{'a': 0.002, 'e': 0.0058576897133356225}",25,20,10.131056101779603,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2571,False,"{'a': 0.002, 'e': 0.0058459860414820245}",20,12,13.017188160946082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2572,False,"{'a': 0.002, 'e': 0.005834305753580393}",30,19,19.231781863042745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2573,False,"{'a': 0.002, 'e': 0.005822648802909554}",35,27,18.767445294042396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2574,False,"{'a': 0.002, 'e': 0.005811015142841691}",20,8,20.78078317490767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2575,False,"{'a': 0.002, 'e': 0.005799404726842141}",20,14,11.198413551666205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2576,False,"{'a': 0.002, 'e': 0.005787817508469237}",20,0,29.49416777778729,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2577,False,"{'a': 0.002, 'e': 0.005776253441374083}",35,20,30.45433816410766,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2578,False,"{'a': 0.002, 'e': 0.005764712479300398}",20,11,19.368409951180528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2579,False,"{'a': 0.002, 'e': 0.00575319457608431}",25,18,14.116761546332533,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2580,False,"{'a': 0.002, 'e': 0.005741699685654202}",20,8,22.69641883154297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2581,False,"{'a': 0.002, 'e': 0.0057302277620304935}",20,13,14.255274374532387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2582,False,"{'a': 0.002, 'e': 0.005718778759325472}",20,13,14.73787809197208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2583,False,"{'a': 0.002, 'e': 0.005707352631743109}",20,13,13.063451867057362,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2584,False,"{'a': 0.002, 'e': 0.005695949333578887}",25,0,34.169937490418036,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2585,False,"{'a': 0.002, 'e': 0.005684568819219595}",25,14,20.160310744261437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2586,False,"{'a': 0.002, 'e': 0.005673211043143158}",25,11,28.972062724463903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2587,False,"{'a': 0.002, 'e': 0.005661875959918454}",20,0,26.653779664119774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2588,False,"{'a': 0.002, 'e': 0.005650563524205143}",25,18,14.447956087972504,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2589,False,"{'a': 0.002, 'e': 0.005639273690753463}",25,11,19.27718553723185,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2590,False,"{'a': 0.002, 'e': 0.005628006414404065}",30,24,11.69642440396921,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2591,False,"{'a': 0.002, 'e': 0.005616761650087824}",20,4,23.96642393326876,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2592,False,"{'a': 0.002, 'e': 0.005605539352825678}",25,14,19.86423228542435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2593,False,"{'a': 0.002, 'e': 0.005594339477728416}",20,11,17.920052836057472,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2594,False,"{'a': 0.002, 'e': 0.005583161979996525}",25,13,22.283196201159228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2595,False,"{'a': 0.002, 'e': 0.005572006814919993}",20,14,13.090347135619579,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2596,False,"{'a': 0.002, 'e': 0.0055608739378781545}",20,3,32.13682358026433,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2597,False,"{'a': 0.002, 'e': 0.0055497633043394825}",20,16,6.350395819077285,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2598,False,"{'a': 0.002, 'e': 0.005538674869861427}",25,12,27.287714693766713,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2599,False,"{'a': 0.002, 'e': 0.005527608590090232}",20,10,15.95497369730059,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2600,False,"{'a': 0.002, 'e': 0.0055165644207607716}",20,12,16.07850826623664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2601,False,"{'a': 0.002, 'e': 0.00550554231769635}",20,10,17.828971649559506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,False,"{'a': 0.002, 'e': 0.00549454223680854}",30,8,34.68412370708447,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2603,False,"{'a': 0.002, 'e': 0.005483564134096997}",25,4,32.42725714014931,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2604,False,"{'a': 0.002, 'e': 0.005472607965649308}",20,11,15.996397572874638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2605,False,"{'a': 0.002, 'e': 0.005461673687640779}",20,10,18.386545749834355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2606,False,"{'a': 0.002, 'e': 0.005450761256334281}",30,18,25.239734381803647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2607,False,"{'a': 0.002, 'e': 0.005439870628080073}",20,14,13.559446810494617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,False,"{'a': 0.002, 'e': 0.005429001759315634}",25,3,32.46291248118116,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2609,False,"{'a': 0.002, 'e': 0.005418154606565472}",30,18,20.862371483193485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.002, 'e': 0.00540732912644096}",25,15,20.438437358545322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2611,False,"{'a': 0.002, 'e': 0.005396525275640158}",20,12,13.235721495808457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.002, 'e': 0.00538574301094766}",20,10,17.398585232544384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.002, 'e': 0.005374982289234386}",20,15,8.578354879278795,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2614,False,"{'a': 0.002, 'e': 0.005364243067457436}",25,14,18.293101213461135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2615,False,"{'a': 0.002, 'e': 0.005353525302659903}",20,9,20.719971218443423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2616,False,"{'a': 0.002, 'e': 0.005342828951970723}",20,14,9.632265287986453,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.002, 'e': 0.005332153972604475}",30,0,38.995797191724435,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2618,False,"{'a': 0.002, 'e': 0.005321500321861228}",25,15,18.375734786665028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2619,False,"{'a': 0.002, 'e': 0.005310867957126358}",20,0,33.364466672797306,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2620,False,"{'a': 0.002, 'e': 0.005300256835870402}",25,14,16.33851856536027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2621,False,"{'a': 0.002, 'e': 0.005289666915648857}",25,17,15.825251261229571,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.002, 'e': 0.0052790981541020274}",35,25,17.10023969579622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.002, 'e': 0.005268550508954849}",30,14,26.898723870261797,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2624,False,"{'a': 0.002, 'e': 0.005258023938016735}",35,22,22.561466477208487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2625,False,"{'a': 0.002, 'e': 0.005247518399181385}",20,0,32.282299474663674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2626,False,"{'a': 0.002, 'e': 0.005237033850426627}",30,14,26.572854381187792,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2627,False,"{'a': 0.002, 'e': 0.005226570249814249}",20,7,22.734367166315657,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.002, 'e': 0.005216127555489844}",25,7,35.43944269850974,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2629,False,"{'a': 0.002, 'e': 0.005205705725682615}",25,0,23.550048648233936,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2630,False,"{'a': 0.002, 'e': 0.005195304718705231}",20,12,15.309233114556042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2631,False,"{'a': 0.002, 'e': 0.005184924492953644}",30,22,14.434639774544964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.002, 'e': 0.005174565006906946}",20,10,20.847973590729673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2633,False,"{'a': 0.002, 'e': 0.005164226219127176}",20,14,11.940275191916744,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.002, 'e': 0.005153908088259167}",20,14,12.513640037108388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.002, 'e': 0.005143610573030379}",20,6,21.95835746816082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.002, 'e': 0.005133333632250745}",20,14,11.794491829914136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.002, 'e': 0.005123077224812486}",20,8,22.127078008531683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2638,False,"{'a': 0.002, 'e': 0.005112841309689956}",25,10,27.427600144871143,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.002, 'e': 0.005102625845939478}",20,16,8.64815865774572,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2640,False,"{'a': 0.002, 'e': 0.00509243079269919}",20,13,13.532412622800045,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.002, 'e': 0.005082256109188865}",20,0,34.51492779632416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2642,False,"{'a': 0.002, 'e': 0.005072101754709752}",20,10,14.581264295966363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2643,False,"{'a': 0.002, 'e': 0.005061967688644416}",25,17,13.733615180270213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2644,False,"{'a': 0.002, 'e': 0.005051853870456589}",25,7,28.705542179761448,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2645,False,"{'a': 0.002, 'e': 0.005041760259690979}",20,16,9.489717295982164,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.002, 'e': 0.005031686815973131}",20,12,12.92489741842695,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2647,False,"{'a': 0.002, 'e': 0.00502163349900925}",20,13,11.637711881515626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2648,False,"{'a': 0.002, 'e': 0.0050116002685860655}",20,0,29.969024009659897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2649,False,"{'a': 0.002, 'e': 0.005001587084570638}",20,0,30.484937205877745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2650,False,"{'a': 0.002, 'e': 0.004991593906910217}",25,12,20.25739836795028,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2651,False,"{'a': 0.002, 'e': 0.004981620695632075}",20,16,7.352752556550266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.002, 'e': 0.004971667410843362}",25,13,26.26184470291732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2653,False,"{'a': 0.002, 'e': 0.004961734012730921}",25,15,20.454487654608943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.002, 'e': 0.004951820461561147}",20,12,12.89877488414726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.002, 'e': 0.004941926717679818}",25,18,12.978236534219342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.002, 'e': 0.004932052741511952}",25,7,32.99397250837784,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.002, 'e': 0.004922198493561628}",25,11,25.15204014827855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.002, 'e': 0.0049123639344118425}",25,6,25.99905374027873,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.002, 'e': 0.004902549024724339}",30,19,18.022563991631472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.002, 'e': 0.004892753725239476}",20,13,13.399289679474588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2661,False,"{'a': 0.002, 'e': 0.004882977996776038}",20,14,12.506941399992117,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2662,False,"{'a': 0.002, 'e': 0.004873221800231096}",20,14,10.978009499570682,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2663,False,"{'a': 0.002, 'e': 0.00486348509657985}",30,16,25.41876598044604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2664,False,"{'a': 0.002, 'e': 0.004853767846875479}",25,0,20.446100018195555,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2665,False,"{'a': 0.002, 'e': 0.004844070012248967}",20,12,14.018671209285877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2666,False,"{'a': 0.002, 'e': 0.0048343915539089625}",20,16,6.90917911398716,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2667,False,"{'a': 0.002, 'e': 0.0048247324331416154}",20,8,22.786273492254583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2668,False,"{'a': 0.002, 'e': 0.004815092611310438}",20,13,12.784318994422428,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2669,False,"{'a': 0.002, 'e': 0.004805472049856126}",30,17,24.332778881777234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2670,False,"{'a': 0.002, 'e': 0.004795870710296421}",25,18,12.94642605553845,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2671,False,"{'a': 0.002, 'e': 0.004786288554225948}",30,16,25.341983803600005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2672,False,"{'a': 0.002, 'e': 0.004776725543316077}",20,9,18.289153825752205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2673,False,"{'a': 0.002, 'e': 0.0047671816393147475}",20,16,7.641984410019017,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2674,False,"{'a': 0.002, 'e': 0.004757656804046333}",20,8,24.405110138990807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2675,False,"{'a': 0.002, 'e': 0.004748150999411473}",20,0,22.064910617698022,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2676,False,"{'a': 0.002, 'e': 0.004738664187386946}",20,12,14.437234257331676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 0.002, 'e': 0.004729196330025487}",25,12,21.599153549005635,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2678,False,"{'a': 0.002, 'e': 0.004719747389455653}",25,0,37.36085115136192,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2679,False,"{'a': 0.002, 'e': 0.004710317327881667}",20,16,8.621183757824461,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 0.002, 'e': 0.004700906107583276}",25,13,23.39505220869394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2681,False,"{'a': 0.002, 'e': 0.004691513690915584}",20,13,10.609001856236066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.002, 'e': 0.00468214004030891}",20,10,18.207534713275365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2683,False,"{'a': 0.002, 'e': 0.004672785118268637}",25,17,14.908202373539662,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2684,False,"{'a': 0.002, 'e': 0.004663448887375071}",30,18,19.15507336578078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2685,False,"{'a': 0.002, 'e': 0.004654131310283272}",20,12,16.961800537491936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.002, 'e': 0.0046448323497229205}",20,8,22.242743797758457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2687,False,"{'a': 0.002, 'e': 0.004635551968498157}",25,15,17.142871949052584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 0.002, 'e': 0.004626290129487451}",20,14,11.513830840360594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2689,False,"{'a': 0.002, 'e': 0.004617046795643433}",25,0,43.976450724037804,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2690,False,"{'a': 0.002, 'e': 0.004607821929992752}",20,0,22.65494447651568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2691,False,"{'a': 0.002, 'e': 0.004598615495635935}",20,15,9.69245268165453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.002, 'e': 0.004589427455747229}",25,11,26.858825395585615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2693,False,"{'a': 0.002, 'e': 0.004580257773574469}",20,8,26.16103905461667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2694,False,"{'a': 0.002, 'e': 0.00457110641243891}",30,24,9.598683965130547,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2695,False,"{'a': 0.002, 'e': 0.004561973335735096}",30,13,29.92727746551408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2696,False,"{'a': 0.002, 'e': 0.004552858506930703}",25,14,18.319263889272037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.002, 'e': 0.004543761889566413}",20,3,29.625352249416526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.002, 'e': 0.004534683447255739}",25,11,20.822242949120024,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2699,False,"{'a': 0.002, 'e': 0.0045256231436849}",20,12,14.939181246327324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2700,False,"{'a': 0.002, 'e': 0.004516580942612666}",20,16,7.521226632497022,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 0.002, 'e': 0.004507556807870229}",25,0,36.8626687892739,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2702,False,"{'a': 0.002, 'e': 0.004498550703361034}",25,13,20.72686539834414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2703,False,"{'a': 0.002, 'e': 0.004489562593060649}",25,16,12.660398499623476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2704,False,"{'a': 0.002, 'e': 0.004480592441016619}",20,11,15.70931570109298,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2705,False,"{'a': 0.002, 'e': 0.004471640211348332}",20,8,17.72683130743458,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2706,False,"{'a': 0.002, 'e': 0.004462705868246852}",20,3,28.299990731740273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 0.002, 'e': 0.004453789375974795}",35,3,48.85987719658127,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.002, 'e': 0.004444890698866177}",20,11,15.094464429385617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2709,False,"{'a': 0.002, 'e': 0.004436009801326284}",25,11,27.82512800777633,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2710,False,"{'a': 0.002, 'e': 0.004427146647831511}",30,21,17.985323653807374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2711,False,"{'a': 0.002, 'e': 0.004418301202929234}",25,7,30.090756255406003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2712,False,"{'a': 0.002, 'e': 0.004409473431237654}",25,17,17.91628986487436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2713,False,"{'a': 0.002, 'e': 0.004400663297445683}",25,14,20.222129974257374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2714,False,"{'a': 0.002, 'e': 0.004391870766312768}",20,6,24.538852992907984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2715,False,"{'a': 0.002, 'e': 0.004383095802668776}",25,9,13.807408064601152,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2716,False,"{'a': 0.002, 'e': 0.004374338371413834}",25,15,19.191666743916816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2717,False,"{'a': 0.002, 'e': 0.0043655984375182135}",30,16,26.30767818694838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2718,False,"{'a': 0.002, 'e': 0.004356875966022165}",30,17,22.075476804478686,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2719,False,"{'a': 0.002, 'e': 0.004348170922035789}",20,9,19.971161661785583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2720,False,"{'a': 0.002, 'e': 0.004339483270738895}",20,14,11.026215734907083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2721,False,"{'a': 0.002, 'e': 0.004330812977380874}",25,19,12.874323660700632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2722,False,"{'a': 0.002, 'e': 0.004322160007280537}",20,6,22.666638952309043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.002, 'e': 0.004313524325825991}",25,18,15.628720194880527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.002, 'e': 0.0043049058984744966}",30,12,27.68507942689768,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.002, 'e': 0.00429630469075234}",20,14,11.392247822377797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
